run,config,image,operation,width_fraction,radius_px,dice,cldice,betti0_err,betti1_err,betti1_signed
B_cldice_s0,B_cldice,12_dr,bridge_only,0.25,1,0.75735,0.76461,25,115,-115
B_cldice_s0,B_cldice,12_dr,bridge_only,0.5,2,0.75702,0.76483,12,109,-109
B_cldice_s0,B_cldice,12_dr,bridge_only,0.75,3,0.75601,0.76462,1,108,-108
B_cldice_s0,B_cldice,12_dr,bridge_only,1.0,4,0.75355,0.76273,7,103,-103
B_cldice_s0,B_cldice,12_dr,bridge_only,1.5,6,0.74226,0.7537,22,101,-101
B_cldice_s0,B_cldice,12_dr,bridge_only,2.0,8,0.72996,0.74542,27,93,-93
B_cldice_s0,B_cldice,12_g,closing,0.0,0,0.81154,0.82986,86,50,-50
B_cldice_s0,B_cldice,12_g,closing,0.25,1,0.81106,0.82952,75,57,-57
B_cldice_s0,B_cldice,12_g,closing,0.5,2,0.80965,0.82795,46,54,-54
B_cldice_s0,B_cldice,12_g,closing,0.75,3,0.80643,0.82566,35,49,-49
B_cldice_s0,B_cldice,12_g,closing,1.0,4,0.80182,0.82153,28,50,-50
B_cldice_s0,B_cldice,12_g,closing,1.5,6,0.78395,0.80843,16,46,-46
B_cldice_s0,B_cldice,12_g,closing,2.0,8,0.76541,0.79647,14,49,-49
B_cldice_s0,B_cldice,12_g,bridge_only,0.0,0,0.81154,0.82986,86,50,-50
B_cldice_s0,B_cldice,12_g,bridge_only,0.25,1,0.81112,0.82948,78,48,-48
B_cldice_s0,B_cldice,12_g,bridge_only,0.5,2,0.81029,0.82835,62,44,-44
B_cldice_s0,B_cldice,12_g,bridge_only,0.75,3,0.80846,0.8271,53,44,-44
B_cldice_s0,B_cldice,12_g,bridge_only,1.0,4,0.80559,0.82453,46,44,-44
B_cldice_s0,B_cldice,12_g,bridge_only,1.5,6,0.79562,0.81723,37,40,-40
B_cldice_s0,B_cldice,12_g,bridge_only,2.0,8,0.78418,0.81098,36,42,-42
B_cldice_s0,B_cldice,12_h,closing,0.0,0,0.86478,0.9183,95,5,5
B_cldice_s0,B_cldice,12_h,closing,0.25,1,0.86485,0.91846,81,2,2
B_cldice_s0,B_cldice,12_h,closing,0.5,2,0.86456,0.91765,68,3,3
B_cldice_s0,B_cldice,12_h,closing,0.75,3,0.86251,0.91439,49,7,7
B_cldice_s0,B_cldice,12_h,closing,1.0,4,0.85972,0.9105,41,8,8
B_cldice_s0,B_cldice,12_h,closing,1.5,6,0.84658,0.89857,29,12,12
B_cldice_s0,B_cldice,12_h,closing,2.0,8,0.82727,0.88283,30,13,13
B_cldice_s0,B_cldice,12_h,bridge_only,0.0,0,0.86478,0.9183,95,5,5
B_cldice_s0,B_cldice,12_h,bridge_only,0.25,1,0.86464,0.91836,86,5,5
B_cldice_s0,B_cldice,12_h,bridge_only,0.5,2,0.86435,0.9183,78,6,6
B_cldice_s0,B_cldice,12_h,bridge_only,0.75,3,0.86318,0.91652,60,8,8
