run,config,seed,epoch,image,dice,cldice,betti0_err,erl,skel_px
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,18,0.81712,0.86998,64.0,1969.934,7659
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,19,0.84687,0.87622,60.0,5096.138,8476
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,90,20,0.80038,0.8308,115.0,1104.024,7373
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,100,01,0.82285,0.85629,65.0,4288.969,9312
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,100,02,0.84462,0.85307,82.0,4796.322,9289
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,100,03,0.79363,0.77885,109.0,618.048,9221
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,100,04,0.81974,0.789,75.0,2902.105,8926
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,100,05,0.80629,0.78515,77.0,2665.803,9586
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,100,06,0.79713,0.77507,108.0,2883.167,9989
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,100,07,0.80774,0.79453,86.0,2755.397,8968
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,100,08,0.79112,0.78552,86.0,669.002,8585
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,100,09,0.78436,0.78901,79.0,715.117,8726
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,100,10,0.80269,0.78632,68.0,2279.61,9137
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,100,11,0.80323,0.78224,92.0,3154.788,10456
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,100,12,0.81577,0.83193,66.0,1605.908,8712
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,100,13,0.80957,0.79128,80.0,1507.466,10186
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,100,14,0.8109,0.82554,87.0,3615.616,8358
A_dice_clw_dir_prop_a050_c025_s0,A_dice_clw_dir_prop_a050_c025,0,100,15,0.7921,0.82051,90.0,3501.327,7651
