run,config,image,component_multiple,hole_multiple,hole_area,dice,cldice,betti0_err,betti1_err
A_dice_s0,A_dice,test_082.png,0.0,2.08,75,0.78757,0.94837,30,45
A_dice_s0,A_dice,test_082.png,0.0,5.21,188,0.77479,0.94083,30,53
A_dice_s0,A_dice,test_082.png,0.0,10.42,375,0.73146,0.91208,30,60
A_dice_s0,A_dice,test_082.png,2.08,0.0,0,0.78925,0.94846,0,27
A_dice_s0,A_dice,test_082.png,2.08,0.21,8,0.78935,0.94909,0,40
A_dice_s0,A_dice,test_082.png,2.08,0.52,19,0.78923,0.94902,0,41
A_dice_s0,A_dice,test_082.png,2.08,1.04,37,0.78878,0.94938,0,44
A_dice_s0,A_dice,test_082.png,2.08,2.08,75,0.78743,0.94876,0,45
A_dice_s0,A_dice,test_082.png,2.08,5.21,188,0.77464,0.94125,0,53
A_dice_s0,A_dice,test_082.png,2.08,10.42,375,0.73126,0.91251,0,60
A_dice_s0,A_dice,test_083.png,0.0,0.0,0,0.88787,0.98544,13,1
A_dice_s0,A_dice,test_083.png,0.0,0.21,8,0.88788,0.98548,13,0
A_dice_s0,A_dice,test_083.png,0.0,0.52,19,0.88785,0.98548,13,0
A_dice_s0,A_dice,test_083.png,0.0,1.04,37,0.88785,0.98548,13,0
A_dice_s0,A_dice,test_083.png,0.0,2.08,75,0.88785,0.98548,13,0
A_dice_s0,A_dice,test_083.png,0.0,5.21,188,0.88708,0.98563,13,0
A_dice_s0,A_dice,test_083.png,0.0,10.42,375,0.87724,0.97699,13,0
A_dice_s0,A_dice,test_083.png,2.08,0.0,0,0.88817,0.98746,0,1
A_dice_s0,A_dice,test_083.png,2.08,0.21,8,0.88818,0.9875,0,0
A_dice_s0,A_dice,test_083.png,2.08,0.52,19,0.88814,0.9875,0,0
A_dice_s0,A_dice,test_083.png,2.08,1.04,37,0.88814,0.9875,0,0
A_dice_s0,A_dice,test_083.png,2.08,2.08,75,0.88814,0.9875,0,0
A_dice_s0,A_dice,test_083.png,2.08,5.21,188,0.88737,0.98765,0,0
A_dice_s0,A_dice,test_083.png,2.08,10.42,375,0.87753,0.97904,0,0
A_dice_s0,A_dice,test_084.png,0.0,0.0,0,0.96153,0.99559,4,2
A_dice_s0,A_dice,test_084.png,0.0,0.21,8,0.96151,0.99611,4,1
A_dice_s0,A_dice,test_084.png,0.0,0.52,19,0.96151,0.99611,4,1
A_dice_s0,A_dice,test_084.png,0.0,1.04,37,0.96136,0.99611,4,1
A_dice_s0,A_dice,test_084.png,0.0,2.08,75,0.96105,0.99611,4,1
A_dice_s0,A_dice,test_084.png,0.0,5.21,188,0.95898,0.99585,4,1
A_dice_s0,A_dice,test_084.png,0.0,10.42,375,0.95898,0.99585,4,1
